Distrito,Ano Semestre,EI,CE,SR,AI,AF,EM,EJAFAI,EJAFAF,EJAEM
MIRACATU,2019: Semestre 2,0.2564102564102564,3.0,0.0,7.538461538461538,135.35897435897436,97.38461538461539,0.10256410256410256,9.461538461538462,4.358974358974359
CENTRO,2020: Semestre 1,0.0,2.7733333333333334,0.0,213.81333333333333,173.24,153.4,0.5733333333333334,21.24,1.0266666666666666
SANTO ANDRE,2020: Semestre 1,0.0,2.9315068493150687,0.0,76.20547945205479,341.93150684931504,232.26027397260273,0.0,32.821917808219176,0.0
NORTE 2,2020: Semestre 1,0.0,9.356164383561644,0.0,326.7260273972603,230.41095890410958,216.27397260273972,0.0,41.16438356164384,0.0
NORTE 1,2020: Semestre 1,0.0,4.056603773584905,0.0,273.2830188679245,209.68867924528303,274.3301886792453,0.0,54.77358490566038,0.0
LESTE 5,2020: Semestre 1,0.0,2.460674157303371,0.0,197.3370786516854,168.14606741573033,227.76404494382024,0.6179775280898876,26.078651685393258,1.1573033707865168
LESTE 1,2020: Semestre 1,0.0,2.131868131868132,0.0,320.45054945054943,236.0989010989011,228.1978021978022,0.0,31.24175824175824,1.835164835164835
CENTRO SUL,2020: Semestre 1,0.0,6.328947368421052,0.0,238.43421052631578,192.1578947368421,175.8815789473684,0.0,36.85526315789474,0.0
SAO JOSE DOS CAMPOS,2020: Semestre 1,0.0,3.46875,0.0,124.65625,221.703125,270.28125,0.03125,31.5,0.109375
LESTE 4,2020: Semestre 1,0.0,2.3164556962025316,0.0,277.8481012658228,217.54430379746836,229.9873417721519,0.0,68.64556962025317,0.0
LESTE 2,2020: Semestre 1,0.0,3.136842105263158,0.0,334.5263157894737,250.2421052631579,259.8421052631579,0.0,53.76842105263158,0.24210526315789474
LESTE 3,2020: Semestre 1,0.0,2.7564102564102564,0.0,337.55128205128204,246.48717948717947,292.8974358974359,0.0,63.833333333333336,0.0
CENTRO OESTE,2020: Semestre 1,0.0,2.580246913580247,0.0,176.12345679012347,143.12345679012347,191.98765432098764,0.7283950617283951,31.555555555555557,0.9382716049382716
GUARULHOS SUL,2020: Semestre 1,0.0,4.3604651162790695,0.0,153.08139534883722,370.3488372093023,255.7325581395349,0.0,32.406976744186046,6.186046511627907
SUL 2,2020: Semestre 1,0.0,3.4105263157894736,0.0,370.36842105263156,307.86315789473684,285.9578947368421,0.0,57.526315789473685,0.0
BOTUCATU,2020: Semestre 1,0.0,4.342105263157895,0.0,0.0,202.3684210526316,236.02631578947367,0.05263157894736842,16.394736842105264,2.5526315789473686
VOTORANTIM,2020: Semestre 1,0.0,1.84,0.0,5.44,214.52,170.86,0.26,10.9,10.02
LIMEIRA,2020: Semestre 1,0.0,3.1392405063291138,0.0,15.253164556962025,312.65822784810126,233.39240506329114,0.43037974683544306,31.772151898734176,11.49367088607595
ARARAQUARA,2020: Semestre 1,0.0,3.1884057971014492,0.0,120.3768115942029,135.3913043478261,136.7536231884058,0.4492753623188406,25.36231884057971,5.971014492753623
PRESIDENTE PRUDENTE,2020: Semestre 1,0.0,4.122448979591836,0.0,4.36734693877551,234.89795918367346,168.55102040816325,1.5714285714285714,11.346938775510203,6.3061224489795915
CARAGUATATUBA,2020: Semestre 1,0.2,6.8,0.0,1.075,140.975,259.275,0.3,24.375,8.45
CARAPICUIBA,2020: Semestre 1,0.0,2.5714285714285716,0.0,241.23809523809524,370.3809523809524,245.08333333333334,0.0,30.571428571428573,11.80952380952381
SUL 1,2020: Semestre 1,0.0,3.782608695652174,0.0,349.57608695652175,287.4130434782609,305.6304347826087,0.0,52.28260869565217,0.0
SAO JOSE DO RIO PRETO,2020: Semestre 1,0.0,3.267857142857143,0.0,0.0,277.8392857142857,258.9107142857143,0.6964285714285714,24.625,2.4285714285714284
CAMPINAS OESTE,2020: Semestre 1,0.0,4.34,0.0,280.26,240.99,211.95,0.76,25.87,0.98
CAIEIRAS,2020: Semestre 1,0.0,2.691358024691358,0.0,22.74074074074074,350.5679012345679,238.55555555555554,1.0246913580246915,31.25925925925926,5.160493827160494
SUL 3,2020: Semestre 1,0.0,1.9,0.0,323.4818181818182,305.3636363636364,241.0909090909091,0.09090909090909091,45.027272727272724,0.8363636363636363
JABOTICABAL,2020: Semestre 1,0.0,6.125,0.0,0.0,189.15625,208.15625,0.84375,34.75,14.125
APIAI,2020: Semestre 1,0.0,3.2222222222222223,0.0,25.88888888888889,130.36111111111111,83.83333333333333,0.0,4.444444444444445,4.666666666666667
GUARULHOS NORTE,2020: Semestre 1,0.0,6.555555555555555,0.0,134.9111111111111,386.6333333333333,254.74444444444444,1.4777777777777779,35.544444444444444,1.7222222222222223
BAURU,2020: Semestre 1,0.20408163265306123,5.928571428571429,0.05102040816326531,103.98979591836735,197.8877551020408,144.3469387755102,2.020408163265306,12.16326530612245,9.316326530612244
ITAQUAQUECETUBA,2020: Semestre 1,0.0,6.0625,0.0,14.578125,398.21875,281.328125,0.0,46.703125,17.0625
MOGI DAS CRUZES,2020: Semestre 1,0.0,10.865671641791044,0.0,13.880597014925373,331.5970149253731,215.76119402985074,0.0,15.223880597014926,0.23880597014925373
PINDAMONHANGABA,2020: Semestre 1,0.0,1.7843137254901962,0.0,0.0,153.09803921568627,143.58823529411765,1.5294117647058822,24.19607843137255,12.686274509803921
ITAPECERICA DA SERRA,2020: Semestre 1,0.0,3.9242424242424243,0.0,65.21212121212122,232.0909090909091,158.21212121212122,0.0,16.742424242424242,6.621212121212121
FRANCA,2020: Semestre 1,0.0,5.896103896103896,0.0,75.75324675324676,228.76623376623377,147.06493506493507,0.5194805194805194,0.7272727272727273,0.948051948051948
ANDRADINA,2020: Semestre 1,0.0,5.266666666666667,0.0,0.0,218.83333333333334,142.0,5.933333333333334,33.6,15.5
JACAREI,2020: Semestre 1,0.0,5.451612903225806,0.0,0.0,301.258064516129,207.40322580645162,0.0,30.112903225806452,13.741935483870968
BRAGANCA PAULISTA,2020: Semestre 1,0.0,2.318840579710145,0.0,15.347826086956522,280.2028985507246,203.44927536231884,0.21739130434782608,20.420289855072465,9.028985507246377
SUZANO,2020: Semestre 1,0.0,8.920634920634921,0.0,136.03174603174602,388.73015873015873,264.57142857142856,0.0,31.46031746031746,9.317460317460318
MOGI MIRIM,2020: Semestre 1,0.0,2.883116883116883,0.0,35.55844155844156,197.8181818181818,179.4935064935065,0.4025974025974026,28.116883116883116,14.077922077922079
ADAMANTINA,2020: Semestre 1,0.0,2.169811320754717,0.0,0.0,156.9811320754717,108.33962264150944,4.188679245283019,30.566037735849058,22.132075471698112
VOTUPORANGA,2020: Semestre 1,0.0,4.46875,0.0,6.78125,182.40625,136.71875,2.4375,8.5625,5.0
MAUA,2020: Semestre 1,0.0,4.2924528301886795,0.0,255.38679245283018,233.6509433962264,157.67924528301887,0.02830188679245283,19.358490566037737,7.10377358490566
DIADEMA,2020: Semestre 1,0.0,6.084745762711864,0.0,213.05084745762713,353.59322033898303,239.5084745762712,0.1016949152542373,42.52542372881356,0.3559322033898305
RIBEIRAO PRETO,2020: Semestre 1,0.0,2.2636363636363637,0.0,152.70909090909092,196.76363636363635,192.53636363636363,1.0818181818181818,28.01818181818182,5.681818181818182
SANTOS,2020: Semestre 1,0.0,3.0759493670886076,0.0,94.27848101265823,268.4177215189873,313.9493670886076,0.0,40.64556962025316,2.911392405063291
OSASCO,2020: Semestre 1,0.0,3.5555555555555554,0.0,0.0,541.074074074074,343.3703703703704,0.0,25.314814814814813,11.0
ITAPEVI,2020: Semestre 1,0.0,1.3508771929824561,0.0,0.0,344.4035087719298,357.8070175438597,0.0,45.08771929824562,10.12280701754386
SAO BERNARDO DO CAMPO,2020: Semestre 1,0.0,4.780487804878049,0.0,0.18292682926829268,423.3292682926829,272.3658536585366,0.0,44.80487804878049,2.7439024390243905
TABOAO DA SERRA,2020: Semestre 1,0.0,4.267605633802817,0.0,79.70422535211267,405.83098591549293,274.38028169014086,0.0,49.53521126760563,1.408450704225352
SAO ROQUE,2020: Semestre 1,0.0,1.4545454545454546,0.0,2.0,204.21212121212122,269.45454545454544,0.5757575757575758,30.333333333333332,4.909090909090909
GUARATINGUETA,2020: Semestre 1,0.0,3.0,0.0,0.0,124.68181818181819,160.04545454545453,0.5,38.72727272727273,4.787878787878788
SAO VICENTE,2020: Semestre 1,0.2261904761904762,1.5595238095238095,0.0,7.809523809523809,197.11904761904762,332.4642857142857,0.6190476190476191,25.428571428571427,6.988095238095238
AMERICANA,2020: Semestre 1,0.0,7.45679012345679,0.0,73.70370370370371,192.2962962962963,135.40740740740742,0.09876543209876543,5.864197530864198,4.308641975308642
TAUBATE,2020: Semestre 1,0.0,4.4375,0.0,0.0,104.54166666666667,230.29166666666666,0.5833333333333334,14.583333333333334,4.75
ITAPEVA,2020: Semestre 1,0.0,5.3478260869565215,0.0,0.0,45.26086956521739,235.2173913043478,0.0,28.391304347826086,3.4782608695652173
AVARE,2020: Semestre 1,0.0,2.2564102564102564,0.0,0.0,201.97435897435898,116.17948717948718,6.794871794871795,15.871794871794872,9.923076923076923
REGISTRO,2020: Semestre 1,0.08333333333333333,3.875,0.0,1.2708333333333333,197.5625,115.4375,0.0,7.395833333333333,3.8125
ITARARE,2020: Semestre 1,0.3333333333333333,4.6,0.0,39.6,157.83333333333334,104.23333333333333,0.0,6.666666666666667,3.566666666666667
ITAPETININGA,2020: Semestre 1,0.0,4.593220338983051,0.0,19.677966101694917,243.9322033898305,196.4915254237288,1.7966101694915255,26.74576271186441,16.152542372881356
SOROCABA,2020: Semestre 1,0.0,5.056818181818182,0.0,63.15909090909091,309.45454545454544,194.77272727272728,2.3068181818181817,12.011363636363637,10.011363636363637
ITU,2020: Semestre 1,0.0,2.210526315789474,0.0,46.26315789473684,279.5263157894737,281.3859649122807,0.543859649122807,35.92982456140351,2.473684210526316
SUMARE,2020: Semestre 1,0.0,6.958904109589041,0.0,71.34246575342466,324.45205479452056,226.986301369863,0.8493150684931506,22.52054794520548,6.397260273972603
CAMPINAS LESTE,2020: Semestre 1,0.0,5.0625,0.0,155.1375,132.85,132.2625,0.3125,8.8,0.275
CAPIVARI,2020: Semestre 1,0.0,2.7948717948717947,0.0,0.0,343.1025641025641,283.35897435897436,0.0,31.333333333333332,9.974358974358974
JUNDIAI,2020: Semestre 1,0.0,6.263888888888889,0.0,0.0,400.65277777777777,325.625,0.2777777777777778,20.86111111111111,5.458333333333333
SAO JOAO DA BOA VISTA,2020: Semestre 1,0.0,5.355263157894737,0.0,45.3421052631579,202.94736842105263,119.8157894736842,0.7894736842105263,19.43421052631579,8.618421052631579
PIRASSUNUNGA,2020: Semestre 1,0.0,4.673469387755102,0.0,49.775510204081634,293.734693877551,198.89795918367346,0.0,26.551020408163264,12.877551020408163
PIRACICABA,2020: Semestre 1,0.0,6.041095890410959,0.0,34.082191780821915,238.3972602739726,168.68493150684932,0.3013698630136986,4.328767123287672,5.8493150684931505
SAO CARLOS,2020: Semestre 1,0.0,2.2549019607843137,0.0,118.45098039215686,208.84313725490196,158.92156862745097,0.9803921568627451,24.764705882352942,5.9411764705882355
JAU,2020: Semestre 1,0.0,6.509803921568627,0.0,8.117647058823529,259.84313725490193,203.2549019607843,0.0,16.92156862745098,4.0588235294117645
TAQUARITINGA,2020: Semestre 1,0.0,8.15,0.0,94.5,204.925,144.025,0.0,13.6,4.1
BARRETOS,2020: Semestre 1,0.0,4.606060606060606,0.0,0.0,242.06060606060606,197.0909090909091,0.0,12.212121212121213,1.5454545454545454
SERTAOZINHO,2020: Semestre 1,0.0,2.5806451612903225,0.0,0.0,186.80645161290323,289.35483870967744,1.2580645161290323,41.29032258064516,22.677419354838708
SAO JOAQUIM DA BARRA,2020: Semestre 1,0.0,3.857142857142857,0.0,71.38095238095238,157.76190476190476,235.47619047619048,0.0,50.76190476190476,6.095238095238095
CATANDUVA,2020: Semestre 1,0.0,4.896551724137931,0.0,0.0,165.72413793103448,215.06896551724137,0.0,33.93103448275862,9.482758620689655
LINS,2020: Semestre 1,0.0,7.348837209302325,0.0,85.25581395348837,170.69767441860466,96.62790697674419,0.4418604651162791,15.372093023255815,5.837209302325581
MARILIA,2020: Semestre 1,0.0,5.625,0.0,46.875,190.171875,115.109375,0.734375,9.375,6.828125
FERNANDOPOLIS,2020: Semestre 1,0.0,5.24,0.0,10.08,186.48,131.16,0.0,9.4,3.2
JALES,2020: Semestre 1,0.0,3.3714285714285714,0.0,23.0,160.6,130.88571428571427,0.0,6.571428571428571,1.6857142857142857
JOSE BONIFACIO,2020: Semestre 1,0.0,8.1875,0.0,38.65625,235.59375,189.09375,0.0,23.375,4.15625
ARACATUBA,2020: Semestre 1,0.0,5.3,0.0,0.0,219.25,148.725,1.275,12.85,7.625
PIRAJU,2020: Semestre 1,0.0,4.4375,0.0,0.0,247.875,139.625,0.0,0.9375,0.0
PENAPOLIS,2020: Semestre 1,0.21052631578947367,11.368421052631579,0.0,26.263157894736842,235.47368421052633,137.05263157894737,0.3684210526315789,3.473684210526316,2.9473684210526314
BIRIGUI,2020: Semestre 1,0.0,6.56,0.0,0.0,279.4,172.44,0.28,15.44,9.0
ASSIS,2020: Semestre 1,0.0,4.448979591836735,0.0,15.857142857142858,193.51020408163265,123.93877551020408,2.857142857142857,18.836734693877553,9.612244897959183
SANTO ANASTACIO,2020: Semestre 1,0.0,1.8148148148148149,0.0,40.407407407407405,143.66666666666666,99.14814814814815,0.8518518518518519,18.37037037037037,8.74074074074074
TUPA,2020: Semestre 1,0.2,3.1714285714285713,0.0,51.42857142857143,210.05714285714285,117.57142857142857,0.0,14.371428571428572,6.742857142857143
MIRANTE DO PARANAPANEMA,2020: Semestre 1,0.0,5.129032258064516,0.0,28.870967741935484,98.16129032258064,87.48387096774194,0.0,17.967741935483872,11.225806451612904
OURINHOS,2020: Semestre 1,0.0,1.6111111111111112,0.0,29.055555555555557,195.22222222222223,156.13888888888889,1.0555555555555556,29.61111111111111,8.527777777777779
MIRACATU,2020: Semestre 1,0.3076923076923077,3.1538461538461537,0.0,7.282051282051282,136.28205128205127,97.3076923076923,0.05128205128205128,10.743589743589743,5.897435897435898
NORTE 1,2020: Semestre 2,0.0,4.115384615384615,0.0,277.5192307692308,212.41346153846155,276.91346153846155,0.0,47.28846153846154,0.0
PIRAJU,2020: Semestre 2,0.0,4.375,0.0,0.0,247.3125,138.375,0.0,0.0,0.0
VOTORANTIM,2020: Semestre 2,0.0,1.8,0.0,5.44,214.36,171.98,0.34,8.28,7.46
OSASCO,2020: Semestre 2,0.0,3.574074074074074,0.0,0.0,539.5925925925926,342.48148148148147,0.0,19.77777777777778,9.61111111111111
SUL 3,2020: Semestre 2,0.0,1.8909090909090909,0.0,322.9,304.46363636363634,240.48181818181817,0.07272727272727272,37.35454545454545,0.42727272727272725
LESTE 1,2020: Semestre 2,0.0,2.0549450549450547,0.0,320.83516483516485,235.52747252747253,227.35164835164835,0.0,26.923076923076923,1.3076923076923077
CENTRO,2020: Semestre 2,0.0,2.76,0.0,213.21333333333334,172.70666666666668,152.70666666666668,0.6266666666666667,16.8,1.0133333333333334
NORTE 2,2020: Semestre 2,0.0,9.493150684931507,0.0,325.986301369863,230.1917808219178,215.9041095890411,0.0,32.0,0.0
LESTE 5,2020: Semestre 2,0.0,2.449438202247191,0.0,197.6629213483146,167.5505617977528,227.23595505617976,0.3707865168539326,18.224719101123597,0.5730337078651685
CENTRO SUL,2020: Semestre 2,0.0,6.381578947368421,0.0,237.30263157894737,190.76315789473685,174.22368421052633,0.0,32.36842105263158,0.0
SAO JOSE DOS CAMPOS,2020: Semestre 2,0.0,3.609375,0.0,125.640625,222.53125,270.90625,0.125,21.53125,0.21875
LESTE 4,2020: Semestre 2,0.0,2.3164556962025316,0.0,278.2025316455696,217.50632911392404,229.78481012658227,0.0,47.835443037974684,0.0
LESTE 2,2020: Semestre 2,0.0,3.126315789473684,0.0,334.2315789473684,249.69473684210527,259.0210526315789,0.0,49.084210526315786,0.25263157894736843
LESTE 3,2020: Semestre 2,0.0,2.8076923076923075,0.0,336.5,246.55128205128204,292.93589743589746,0.0,53.93589743589744,0.0
CENTRO OESTE,2020: Semestre 2,0.0,2.740740740740741,0.0,174.8395061728395,141.76543209876544,190.44444444444446,1.0,22.77777777777778,1.2345679012345678
BOTUCATU,2020: Semestre 2,0.0,4.394736842105263,0.0,0.0,202.94736842105263,235.10526315789474,0.15789473684210525,12.526315789473685,1.8421052631578947
LIMEIRA,2020: Semestre 2,0.0,3.2025316455696204,0.0,15.240506329113924,312.37974683544303,232.60759493670886,0.5822784810126582,23.227848101265824,10.265822784810126
ARARAQUARA,2020: Semestre 2,0.0,3.1739130434782608,0.0,121.0,135.65217391304347,136.55072463768116,0.391304347826087,23.26086956521739,5.057971014492754
PRESIDENTE PRUDENTE,2020: Semestre 2,0.0,4.428571428571429,0.0,4.346938775510204,235.22448979591837,168.0408163265306,1.6938775510204083,10.73469387755102,6.408163265306122
CARAGUATATUBA,2020: Semestre 2,0.25,6.625,0.0,1.025,140.725,255.6,0.125,17.9,6.9
CARAPICUIBA,2020: Semestre 2,0.0,2.5833333333333335,0.0,238.1904761904762,367.9404761904762,243.3095238095238,0.0,24.357142857142858,8.583333333333334
SUL 1,2020: Semestre 2,0.0,3.7282608695652173,0.0,346.3695652173913,284.0108695652174,302.64130434782606,0.0,45.84782608695652,0.0
SAO JOSE DO RIO PRETO,2020: Semestre 2,0.0,3.2181818181818183,0.0,0.0,282.74545454545455,262.45454545454544,0.5818181818181818,22.87272727272727,2.8
CAMPINAS OESTE,2020: Semestre 2,0.0,4.49,0.0,278.25,239.7,210.46,1.09,19.4,1.49
SUL 2,2020: Semestre 2,0.0,3.3473684210526318,0.0,368.36842105263156,305.8315789473684,284.7263157894737,0.0,47.45263157894737,0.0
MAUA,2020: Semestre 2,0.0,4.367924528301887,0.0,255.20754716981133,233.1320754716981,156.89622641509433,0.018867924528301886,18.056603773584907,6.0754716981132075
MOGI DAS CRUZES,2020: Semestre 2,0.0,10.835820895522389,0.0,13.970149253731343,332.0,214.0,0.0,13.552238805970148,0.1044776119402985
GUARULHOS NORTE,2020: Semestre 2,0.0,6.488888888888889,0.0,134.66666666666666,385.6666666666667,254.37777777777777,1.5444444444444445,34.15555555555556,1.9666666666666666
CAIEIRAS,2020: Semestre 2,0.0,2.6463414634146343,0.0,22.304878048780488,346.0365853658537,235.7439024390244,1.2195121951219512,26.353658536585368,4.804878048780488
JABOTICABAL,2020: Semestre 2,0.0,6.451612903225806,0.0,0.0,196.16129032258064,215.1290322580645,0.7096774193548387,31.483870967741936,9.129032258064516
APIAI,2020: Semestre 2,0.0,3.25,0.0,25.916666666666668,130.33333333333334,84.08333333333333,0.0,6.055555555555555,3.361111111111111
GUARULHOS SUL,2020: Semestre 2,0.0,4.313953488372093,0.0,152.84883720930233,369.75581395348837,255.77906976744185,0.0,25.197674418604652,3.883720930232558
BAURU,2020: Semestre 2,0.23469387755102042,6.23469387755102,0.05102040816326531,105.34693877551021,198.55102040816325,144.60204081632654,1.7653061224489797,11.13265306122449,8.5
PINDAMONHANGABA,2020: Semestre 2,0.0,1.8627450980392157,0.0,0.0,153.11764705882354,143.13725490196077,1.3137254901960784,21.705882352941178,10.941176470588236
ITAPECERICA DA SERRA,2020: Semestre 2,0.0,3.925373134328358,0.0,64.2089552238806,228.3582089552239,155.17910447761193,0.0,10.537313432835822,4.1940298507462686
FRANCA,2020: Semestre 2,0.0,5.883116883116883,0.0,75.51948051948052,228.63636363636363,146.41558441558442,0.2987012987012987,0.7532467532467533,1.4935064935064934
ANDRADINA,2020: Semestre 2,0.0,5.133333333333334,0.0,0.0,220.2,140.46666666666667,6.266666666666667,29.233333333333334,11.9
JACAREI,2020: Semestre 2,0.0,5.548387096774194,0.0,0.0,301.4032258064516,207.59677419354838,0.0,25.096774193548388,11.693548387096774
BRAGANCA PAULISTA,2020: Semestre 2,0.0,2.289855072463768,0.0,15.347826086956522,280.2173913043478,203.43478260869566,0.13043478260869565,12.985507246376812,5.869565217391305
SUZANO,2020: Semestre 2,0.0,8.746031746031745,0.0,136.11111111111111,388.3492063492063,263.74603174603175,0.0,18.92063492063492,5.968253968253968
ITAQUAQUECETUBA,2020: Semestre 2,0.0,6.109375,0.0,14.546875,396.765625,280.703125,0.0,39.90625,13.15625
MOGI MIRIM,2020: Semestre 2,0.0,2.831168831168831,0.0,35.61038961038961,197.37662337662337,178.84415584415584,0.45454545454545453,22.467532467532468,10.246753246753247
ADAMANTINA,2020: Semestre 2,0.0,2.0754716981132075,0.0,0.0,156.0754716981132,107.0,3.943396226415094,26.62264150943396,17.943396226415093
VOTUPORANGA,2020: Semestre 2,0.0,4.40625,0.0,6.5625,182.28125,136.5,1.4375,5.84375,3.875
DIADEMA,2020: Semestre 2,0.0,6.067796610169491,0.0,211.47457627118644,351.3898305084746,238.35593220338984,0.01694915254237288,35.813559322033896,0.03389830508474576
RIBEIRAO PRETO,2020: Semestre 2,0.0,2.2432432432432434,0.0,152.07207207207207,194.85585585585585,189.18018018018017,0.8108108108108109,22.216216216216218,4.4324324324324325
SAO BERNARDO DO CAMPO,2020: Semestre 2,0.0,4.695121951219512,0.0,0.18292682926829268,422.1951219512195,271.8414634146341,0.0,40.146341463414636,1.853658536585366
SANTO ANDRE,2020: Semestre 2,0.0,2.8767123287671232,0.0,76.28767123287672,341.5890410958904,232.1917808219178,0.0,28.931506849315067,0.0
ITAPEVI,2020: Semestre 2,0.0,1.3859649122807018,0.0,0.0,342.6842105263158,357.36842105263156,0.0,39.12280701754386,11.982456140350877
TABOAO DA SERRA,2020: Semestre 2,0.0,4.169014084507042,0.0,79.64788732394366,404.36619718309856,275.11267605633805,0.0,34.309859154929576,1.0422535211267605
SAO ROQUE,2020: Semestre 2,0.0,1.5757575757575757,0.0,2.0,205.6060606060606,268.90909090909093,0.2727272727272727,25.96969696969697,5.787878787878788
AVARE,2020: Semestre 2,0.0,2.2564102564102564,0.0,0.0,203.48717948717947,116.92307692307692,6.230769230769231,15.64102564102564,9.948717948717949
GUARATINGUETA,2020: Semestre 2,0.0,3.076923076923077,0.0,0.0,126.84615384615384,162.04615384615386,0.47692307692307695,34.52307692307692,4.476923076923077
SANTOS,2020: Semestre 2,0.0,3.1265822784810124,0.0,93.81012658227849,266.54430379746833,314.1518987341772,0.0,34.20253164556962,2.1012658227848102
SAO VICENTE,2020: Semestre 2,0.23809523809523808,1.4404761904761905,0.0,7.809523809523809,197.33333333333334,331.3333333333333,0.6785714285714286,21.571428571428573,6.214285714285714
AMERICANA,2020: Semestre 2,0.0,7.530864197530864,0.0,73.8641975308642,192.4320987654321,135.49382716049382,0.1111111111111111,6.012345679012346,3.7037037037037037
TAUBATE,2020: Semestre 2,0.0,4.708333333333333,0.0,0.0,104.875,227.04166666666666,0.25,12.229166666666666,4.166666666666667
REGISTRO,2020: Semestre 2,0.0625,3.7916666666666665,0.0,1.2916666666666667,197.625,115.39583333333333,0.0,5.979166666666667,1.9791666666666667
ITAPETININGA,2020: Semestre 2,0.0,4.813559322033898,0.0,19.915254237288135,244.61016949152543,197.01694915254237,1.5932203389830508,25.966101694915253,14.05084745762712
ITARARE,2020: Semestre 2,0.3333333333333333,4.7,0.0,39.86666666666667,158.0,104.33333333333333,0.0,3.3333333333333335,1.1666666666666667
ITAPEVA,2020: Semestre 2,0.0,5.739130434782608,0.0,0.0,45.130434782608695,235.17391304347825,0.0,25.217391304347824,3.347826086956522
SOROCABA,2020: Semestre 2,0.0,5.284090909090909,0.0,63.38636363636363,310.0568181818182,194.92045454545453,1.9659090909090908,9.340909090909092,8.534090909090908
ITU,2020: Semestre 2,0.0,2.210526315789474,0.0,46.40350877192982,279.0175438596491,280.7368421052632,0.7894736842105263,31.894736842105264,3.3859649122807016
BARRETOS,2020: Semestre 2,0.0,4.2727272727272725,0.0,0.0,240.9090909090909,195.87878787878788,0.0,8.757575757575758,1.2424242424242424
SUMARE,2020: Semestre 2,0.0,7.095890410958904,0.0,71.3013698630137,323.4657534246575,226.1917808219178,0.726027397260274,18.698630136986303,5.232876712328767
CAMPINAS LESTE,2020: Semestre 2,0.0,5.1125,0.0,154.7,132.8,130.6875,0.2875,6.9375,0.3
SAO JOAO DA BOA VISTA,2020: Semestre 2,0.0,5.2368421052631575,0.0,45.6578947368421,203.35526315789474,119.72368421052632,0.8157894736842105,16.75,7.2368421052631575
CAPIVARI,2020: Semestre 2,0.0,2.7948717948717947,0.0,0.0,342.5897435897436,282.02564102564105,0.0,22.846153846153847,5.333333333333333
JUNDIAI,2020: Semestre 2,0.0,6.083333333333333,0.0,0.0,399.52777777777777,324.22222222222223,0.06944444444444445,17.27777777777778,4.861111111111111
PIRASSUNUNGA,2020: Semestre 2,0.0,5.020408163265306,0.0,49.91836734693877,293.6734693877551,198.91836734693877,0.0,23.346938775510203,12.081632653061224
PIRACICABA,2020: Semestre 2,0.0,5.986301369863014,0.0,34.24657534246575,238.91780821917808,169.17808219178082,0.3561643835616438,5.082191780821918,5.041095890410959
SAO CARLOS,2020: Semestre 2,0.0,2.392156862745098,0.0,118.92156862745098,208.52941176470588,157.11764705882354,0.7058823529411765,21.41176470588235,5.803921568627451
JAU,2020: Semestre 2,0.0,6.509803921568627,0.0,8.333333333333334,259.1764705882353,202.4313725490196,0.0,13.666666666666666,2.9215686274509802
TAQUARITINGA,2020: Semestre 2,0.0,8.175,0.0,94.575,204.975,142.3,0.0,7.55,2.875
SERTAOZINHO,2020: Semestre 2,0.0,2.5483870967741935,0.0,0.0,186.2258064516129,287.8709677419355,1.935483870967742,37.54838709677419,21.0
SAO JOAQUIM DA BARRA,2020: Semestre 2,0.0,3.8095238095238093,0.0,71.47619047619048,157.66666666666666,233.33333333333334,0.0,39.80952380952381,3.9523809523809526
JALES,2020: Semestre 2,0.0,3.657142857142857,0.0,23.114285714285714,159.85714285714286,130.11428571428573,0.0,4.6571428571428575,1.542857142857143
CATANDUVA,2020: Semestre 2,0.0,4.689655172413793,0.0,0.0,164.68965517241378,215.82758620689654,0.0,21.586206896551722,6.862068965517241
LINS,2020: Semestre 2,0.0,7.476190476190476,0.0,87.26190476190476,175.45238095238096,99.54761904761905,0.4523809523809524,15.333333333333334,5.4523809523809526
MARILIA,2020: Semestre 2,0.0,5.609375,0.0,47.015625,191.703125,115.296875,0.59375,8.375,6.40625
FERNANDOPOLIS,2020: Semestre 2,0.0,5.16,0.0,9.88,185.84,130.52,0.0,8.16,3.16
JOSE BONIFACIO,2020: Semestre 2,0.0,8.1875,0.0,38.71875,235.15625,187.78125,0.0,16.15625,3.71875
ARACATUBA,2020: Semestre 2,0.0,5.425,0.0,0.0,219.575,148.7,1.725,10.725,7.7
PENAPOLIS,2020: Semestre 2,0.21052631578947367,10.736842105263158,0.0,26.736842105263158,235.1578947368421,136.94736842105263,0.8421052631578947,3.6315789473684212,4.105263157894737
BIRIGUI,2020: Semestre 2,0.0,6.76,0.0,0.0,279.32,173.2,0.08,13.36,5.16
MIRANTE DO PARANAPANEMA,2020: Semestre 2,0.0,5.0,0.0,29.387096774193548,98.58064516129032,87.06451612903226,0.0,14.806451612903226,10.838709677419354
SANTO ANASTACIO,2020: Semestre 2,0.0,1.9259259259259258,0.0,40.592592592592595,143.14814814814815,98.5925925925926,0.9629629629629629,16.555555555555557,8.148148148148149
TUPA,2020: Semestre 2,0.17142857142857143,3.2,0.0,52.02857142857143,210.6,117.82857142857142,0.0,14.571428571428571,5.314285714285714
ASSIS,2020: Semestre 2,0.0,4.448979591836735,0.0,15.83673469387755,193.20408163265307,122.65306122448979,1.816326530612245,18.612244897959183,5.26530612244898
OURINHOS,2020: Semestre 2,0.0,1.4166666666666667,0.0,29.27777777777778,194.83333333333334,155.58333333333334,0.5277777777777778,28.555555555555557,6.666666666666667
