COD_ESC;NOME_ESCOLA;ED_INFANTIL;CLASSES ESPECIAIS;SALA DE RECURSO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO;EJA FUNDAMENTAL_AI;EJA ENSINO MÉDIO;EJA FUNDAMENTAL_AF
48297;LUIZ RIVELLI PROFESSOR;0;17;0;0;296;154;0;0;0
349124;BAIRRO FAZENDA GRANDE;0;23;0;0;585;195;0;0;0
901283;PEDRO YOSHICHIKA IRIE;0;3;0;0;137;0;0;0;0
19461;OSWALDO CAMARGO PIRES PROFESSOR;0;0;0;0;390;0;0;0;0
19483;TIBURCIO ESTEVAM DE SIQUEIRA;0;13;0;0;291;187;0;0;0
919299;MARCOS ALEXANDRE SODRE PROFESSOR;0;0;0;0;645;545;0;0;0
919317;ARMANDO FALCONE PROFESSOR;0;0;0;0;358;224;0;0;0
924866;SEVERINO TAGLIARI;0;0;0;0;417;0;0;0;183
19975;PAULO DE ALMEIDA NOGUEIRA DOUTOR;0;0;0;0;0;343;0;0;0
909385;IVETE SALA DE QUEIROZ PROFESSORA;0;0;0;0;0;209;0;0;0
45822;MARIA DE SANTO INOCENCIO LIMA IRMA;0;0;0;0;516;261;0;0;0
5476;CENTRO DE DETENCAO PROVISORIA DE LIMEIRA;0;0;0;0;0;0;22;123;145
481531;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE LIMEIRA CI;0;0;0;2;20;25;0;0;0
985776;CEL JTO A EE CASTELO BRANCO;0;0;0;0;0;0;0;0;0
21696;MARCIANO DE TOLEDO PIZA PROFESSOR;0;0;0;0;0;304;0;0;0
21738;ODILON CORREA PROFESSOR;0;0;0;0;570;376;0;0;0
45895;JOSE CARDOSO PROFESSOR;0;0;0;0;598;490;0;0;0
435485;JANUARIO SYLVIO PEZZOTTI PROFESSOR;0;0;0;0;529;360;0;77;0
905586;ROBERTO GARCIA LOSZ PROFESSOR;0;0;0;0;295;0;0;0;0
917916;ZITA DE GODOY CAMARGO PROFESSORA;0;8;0;0;617;503;0;93;0
453675;CENTRO DE RESSOCIALIZACAO FEMININO DE RIO CLARO;0;0;0;0;0;0;10;35;32
19938;ANTONIO ALVES CAVALHEIRO;0;11;0;0;820;527;0;75;0
17541;LUIZ LEITE;0;0;0;0;263;190;0;0;0
17553;RANGEL PESTANA;0;27;0;0;235;233;0;0;0
917151;FERNANDO BARBOSA PROF;0;0;0;155;0;0;0;0;0
565805;PROFESSORA MARIA DE LOURDES LIMA;0;4;0;0;247;107;0;0;0
6900;ORLANDO DINI;0;1;0;0;258;37;0;0;0
17498;FENIZIO MARCHINI PROF;0;0;0;0;169;60;0;0;0
17437;PEDRO DE TOLEDO;0;4;0;0;0;188;0;16;0
20278;LUIZ MARTINI;0;0;0;0;0;699;0;83;53
35920;LONGINO VASTBINDER PADRE;0;2;0;0;0;215;0;0;0
39202;ZENAIDE FRANCO DE FARIA MELLO PROFA;0;0;0;0;129;193;0;73;50
579257;ROBERTO ANTONIALLI;0;4;0;0;356;114;0;0;0
920757;THEREZINHA APPARECIDA VILLANI DE CAMARGO PROFA;0;0;0;0;364;146;0;0;0
20394;JOAQUIM LEITE DE SOUZA CEL;0;0;0;0;0;53;0;0;0
577112;PENITENCIARIA FEMININA DE MOGI GUACU;0;0;0;0;0;0;36;64;72
579269;MARIA TEREZA DE JESUS PAIVA;0;4;0;0;147;45;0;0;0
389511;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE LARANJEIRAS  CI;0;0;0;1;23;32;0;0;0
907480;LUIZ BORTOLETTO;0;5;0;0;254;0;0;0;0
20552;SANTO ANTONIO;0;3;0;0;0;557;0;87;0
45603;AMELIA MASSARO PROFA;0;18;0;191;249;0;0;0;0
21234;ANGELO FRANZIN;0;13;0;0;0;130;0;0;0
20758;MIRANDOLINA DE ALMEIDA CANTO PROFESSORA;0;7;0;436;0;0;0;0;0
20898;HONORATO FAUSTINO;0;14;0;396;0;0;0;0;0
20916;MORAIS BARROS;0;3;0;361;0;0;0;0;0
20965;RIO BRANCO BARAO DO;0;16;0;0;0;561;0;0;0
20989;PEDRO MORAES CAVALCANTI;0;16;0;0;404;243;0;0;0
21179;JORGE COURY DOUTOR;0;11;0;0;296;233;0;0;0
48355;MARIO DEDINI COMENDADOR;0;7;0;376;0;0;0;0;0
435491;BENEDICTO EVANGELISTA COSTA PROFESSOR;0;5;0;0;285;325;0;0;0
446038;MARCIA REGINA MODESTO DE PAULA DA ROCHA PROFESSORA;0;9;0;0;335;157;0;0;0
446048;EDUARDO MILAD KOAIK DOM;0;0;0;0;260;115;0;0;0
462925;ATTILIO VIDAL LAFRATA PROFESSOR;0;13;0;0;275;156;0;0;0
920770;MELLITA LOBENWEIN BRASILIENSE PROFESSORA;0;12;0;0;281;0;0;0;0
920782;EDUIR BENEDICTO SCARPARI PROFESSOR;0;20;0;0;628;470;0;28;0
920794;CAROLINA MENDES THAME PROFESSORA;0;0;0;0;295;382;0;0;0
295486;CENTRO ATEND SOCIOEDUC ADOLESCENTE PIRACICABA CI;0;0;0;3;20;23;0;0;0
295772;CENTRO ATEND SOCIOEDUC ADOLESCENTE  PIRACICABA  CIP;0;0;0;0;0;0;0;0;0
459628;CENTRO DE DETENCAO PROVISORIA PIRACICABA;0;0;0;0;0;0;8;14;19
21039;MANOEL DIAS DE ALMEIDA PROFESSOR;0;5;0;0;383;213;0;0;0
20084;LIONS CLUBE;0;3;0;299;0;0;0;0;0
47260;MAXIMILIANO BARUTO DOUTOR;0;15;0;0;371;222;0;0;0
905409;OSCAR ALVES JANEIRO PROFESSOR;0;0;0;297;280;0;0;0;0
21337;QUEIROZ FILHO PROFESSOR;0;35;0;0;566;0;0;0;0
21428;WALDEMAR FERREIRA PROFESSOR;0;0;0;0;405;379;0;131;0
42730;CUSTODIO ANGELO DE LIMA DOUTOR;0;36;0;0;745;0;0;0;0
916024;ALTIMIRA PINKE PROFESSORA;0;24;0;0;455;437;0;178;170
21436;NOSSA SENHORA DE LORETO;0;7;0;0;256;157;0;0;0
21489;ELOI CHAVES;0;2;0;0;102;0;0;0;0
917588;MARIA DE LOURDES NASCIMENTO GUERREIRO PROFESSORA;0;0;0;0;403;295;0;0;0
24284;NELSON FERNANDES;0;29;0;0;298;148;0;0;0
919238;BAIRRO NOSSA SENHORA APARECIDA;0;0;0;90;0;0;0;0;0
20412;ALMEIDA VERGUEIRO DR;0;6;0;369;0;0;0;0;0
41506;ABELARDO CESAR DOUTOR;0;0;0;107;110;0;0;0;0
20588;JOAQUIM JOSE CORONEL;0;0;0;0;224;437;0;121;39
20692;CRISTIANO OSORIO DE OLIVEIRA CORONEL;0;5;0;0;283;128;0;0;0
45913;VIRGILIO MARCONDES DE CASTRO PROFESSOR;0;11;0;0;170;39;0;0;0
19045;STELLA COUVERT RIBEIRO PROFESSORA;0;15;0;0;197;231;0;0;0
19136;JORGE LUIZ ABICHABKI PROFESSOR;0;10;0;188;0;0;0;0;0
297392;FAZENDA CACHOEIRA;0;0;0;0;69;35;0;0;0
19008;DONIZETTI TAVARES DE LIMA PADRE;0;13;0;0;262;416;0;57;30
49487;CARMEN MENDES CARVALHO PROFESSORA;0;0;0;0;136;64;0;0;0
18946;MOYSES HORTA DE MACEDO PROFESSOR;0;4;0;0;97;196;0;38;0
900576;ACHILES RODRIGUES PROFESSOR;0;9;0;0;277;174;0;0;0
39913;JOSE NARCISO VIEIRA EHRENBERG PADRE;0;34;0;0;552;1060;0;0;0
576669;PROF? ADELIA CRISTINA BORGATO GRYSZCZENKO;0;12;0;0;461;336;0;0;0
4633;JARDIM DAS ORQUIDEAS;0;0;0;0;235;0;0;0;0
17036;JAYME DE BARROS CAMARA DOM;0;10;0;0;0;313;0;0;0
17267;JOAO FRANCESCHINI;0;0;0;0;303;310;0;0;0
17310;WADIH JORGE MALUF;0;21;0;0;469;442;0;0;0
42560;MARIA CHEILA ALVES PROFESSORA;0;0;0;0;226;294;0;139;41
45536;MARIA DE LOURDES MARTINS PROFESSORA;0;0;0;0;733;544;0;0;0
45561;MARIANINA DE ROSIS MORAES PROFESSORA;0;30;0;0;751;548;0;0;0
267703;LEILA MARA AVELINO PROFESSORA;0;0;0;0;362;0;0;0;0
905641;JOSE MIRANDA PREFEITO;0;0;0;0;299;135;0;0;0
909609;LEONILDA ROSSI BARRIQUELO PROFESSORA;0;0;0;65;154;78;0;0;0
914940;SAVINO CAMPIGLI;0;0;0;0;278;0;0;0;0
924672;MARINALVA GIMENES COLOSSAL DA CUNHA;0;0;0;0;544;247;0;0;0
925731;SONIA MARIA MASCHIO BAPTISTA PROFESSORA;0;0;0;0;423;200;0;0;0
48240;JARDIM SANTA CLARA DO LAGO;0;0;0;0;413;266;0;0;0
462019;MARIA CRISTINA DE SOUZA LOBO PROFESSORA;0;0;0;0;236;120;0;0;0
580824;JARDIM ALINE;0;14;0;0;298;97;0;0;0
909592;JOSE CLARET DIONISIO PROFESSOR;0;0;0;0;300;0;0;0;0
909610;ELISEO MARSON PROFESSOR;0;0;0;0;739;605;0;0;0
924994;CRISTIANE CHAVES MOREIRA BRAGA PROFESSORA;0;0;0;0;406;166;0;0;0
459653;PENITENCIARIA ODETE LEITE DE CAMPOS CRITTER HORTOLANDIA II;0;0;0;0;0;0;24;81;102
459665;PENITENCIARIA HORTOLANDIA III;0;0;0;0;0;0;24;104;126
18077;FIRMINO GONCALVES SILVEIRA CORONEL;0;11;0;317;0;0;0;0;0
18119;CECILIA PEREIRA PROFESSORA;0;0;0;0;221;41;0;0;0
18144;CRISTIANO VOLKART;0;0;0;536;0;0;0;0;0
18200;ANA RITA GODINHO POUSA PROFESSORA;0;18;0;0;207;316;0;0;0
18211;JOSE VILAGELIN NETO PROFESSOR;0;13;0;0;266;284;0;0;0
18247;FRANCISCO GLICERIO;0;5;0;0;240;335;0;0;0
18284;ADALBERTO NASCIMENTO;0;0;0;0;244;133;0;0;0
18302;CARLOS GOMES;0;28;0;247;311;572;0;106;0
18348;ARTUR SEGURADO;0;10;0;415;0;0;0;0;0
18399;JOAQUIM FERREIRA LIMA PROFESSOR;0;12;0;162;126;162;0;0;0
18533;31 DE MARCO;0;15;0;204;238;156;0;0;0
18582;JOSE PEDRO DE OLIVEIRA;0;9;0;204;0;0;0;0;0
18703;ANDRE FORT PROFESSOR;0;8;0;540;0;0;0;0;0
18788;HERCY MORAES PROFESSORA;0;11;0;0;264;125;0;0;0
18867;FRANCISCO ALVARES PROFESSOR;0;6;0;0;74;214;0;0;0
18879;VITOR MEIRELLES;0;0;0;0;0;423;0;0;0
42614;NEWTON SILVA TELLES PROFESSOR;0;0;0;263;0;0;0;0;0
42626;SEBASTIAO RAMOS NOGUEIRA PROFESSOR;0;0;0;0;171;0;0;0;0
42651;HILTON FEDERICI PROFESSOR;0;0;0;0;204;231;0;34;0
47193;ROQUE DE MAGALHAES BARROS PROFESSOR;0;4;0;113;0;0;0;0;0
65785;MARIA DE LOURDES BORDINI PROFESSORA;0;9;0;474;0;0;0;0;0
912924;EUNICE VIRGINIA RAMOS NAVERO PROFESSORA;0;5;0;79;152;0;0;0;0
453365;PENITENCIARIA FEMININA DE CAMPINAS;0;0;0;0;0;0;9;0;18
498671;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE ANDORINHAS CIP;0;0;0;0;0;0;0;0;0
20795;MARIA JANUARIA VAZ TUCCORI PROFESSORA;0;0;0;0;324;208;0;0;0
18624;JOAQUIM PEDROSO DE ALVARENGA;0;4;0;0;373;225;0;0;0
18659;GERALDO ENEAS DE CAMPOS PROFESSOR;0;6;0;0;511;0;0;0;0
18661;HELENA DE CAMPOS CAMARGO PROFESSORA;0;4;0;0;542;396;0;140;65
49475;MARIA APPARECIDA PINTO DA CUNHA PROFESSORA;0;11;0;0;376;533;0;0;0
496601;PROFESSORA MARIA BERNADETE AMGARTEN PERES;0;15;0;0;483;281;0;0;0
920083;ANNUNZIATTA LEONILDA VIRGINELLI PRADO PROFESSORA;0;11;0;0;890;675;0;0;0
18727;ELIAS MASSUD DOUTOR;0;0;0;0;144;94;0;0;0
406272;MARIO COVAS GOVERNADOR;0;0;0;0;214;107;0;0;0
920678;CYRIACO SCARANELLO PIRES CONEGO;0;0;0;0;708;359;0;0;0
458173;CEL JTO A EE DINORA MARCONDES GOMES PROFA;0;0;0;0;0;0;0;0;0
4714;VEREADOR CARLOS ROBERTO MARQUES;0;11;0;0;137;156;0;0;0
21891;GERALDO HONORATO AZZI SACHS PROF;0;0;0;592;0;0;0;0;0
21970;VICTOR LACORTE PROF;0;13;0;0;168;300;0;0;0
21994;DORIVAL ALVES;0;26;0;0;636;369;0;79;0
22147;LEA DE FREITAS MONTEIRO PROFA;0;14;0;0;225;93;0;0;0
22159;ANTONIO LOURENCO CORREA;0;0;0;550;0;0;0;0;0
43540;LUISA ROLFSEN PETRILLI PROFA;0;0;0;641;0;0;0;0;0
903334;ANTONIO DE OLIVEIRA BUENO FILHO;0;0;0;645;0;0;0;0;0
903358;LEONARDO BARBIERI DEPUTADO;0;16;0;307;310;0;0;0;0
922973;SERGIO PEDRO SPERANZA PROF;0;5;0;222;283;204;0;0;0
453249;PENITENCIARIA DR SEBASTIAO MARTINS SILVEIRA;0;0;0;0;0;0;8;96;71
454072;CENTRO DE RESSOCIALIZACAO FEMININO DE ARARAQUARA;0;0;0;0;0;0;5;41;25
462020;CEL JTO A MARIA ISABEL RODRIGUES ORSO PROFA;0;0;0;0;0;0;0;0;0
559490;CENTRO ATEND SOCIOEDUC AO ADOLESCENTE DE ARARAQUARA CI;0;0;0;0;21;28;0;0;0
985314;CEL JTO A EE JOAO MANOEL DO AMARAL;0;0;0;0;0;0;0;0;0
24934;JOSE INOCENCIO DA COSTA;0;0;0;0;379;59;0;0;0
24958;CHLORITA DE OLIVEIRA PENTEADO MARTINS PROFA;0;0;0;0;331;172;0;0;0
24961;LEOPOLDINO MEIRA DE ANDRADE DR;0;11;0;192;139;0;0;0;0
24971;NELSON ANTONIO ROMAO PADRE;0;0;0;539;0;0;0;0;0
909695;JOSE CARLOS PINOTTI;0;0;0;0;296;0;0;0;0
447341;CEL JTO A EE HENRIQUE MORATO PROF;0;0;0;0;0;0;0;0;0
22135;ADOLPHO THOMAS DE AQUINO;0;0;0;0;0;126;0;0;0
28228;OVIDIO DE SOUZA DIAS;0;6;0;0;172;98;0;0;0
22354;MARIO VIEIRA MARCONDES;0;13;0;0;248;138;0;0;0
22457;MACEDO SOARES EMBAIXADOR;0;0;0;0;305;65;0;0;0
498166;DORIVAL THOMAZ DA COSTA;0;0;0;0;0;0;0;1212;476
579889;MARIA HELENA SCANNAVINO;0;0;0;0;0;202;0;0;0
433559;CEL JTO A EE ANTONIO OLYMPIO DOUTOR;0;0;0;0;0;0;0;0;0
22238;ENOCH GARCIA LEAL;0;7;0;0;608;283;0;0;0
458193;CEL JTO A EE ENOCH GARCIA LEAL;0;0;0;0;0;0;0;0;0
28022;NARCISO BERTOLINO CAPITAO;0;6;0;0;428;0;0;0;0
28034;ANITA COSTA DONA;0;10;0;0;495;228;0;0;0
28113;FRANCISCO BERNARDES FERREIRA COMENDADOR;0;5;0;0;139;67;0;0;0
22861;JOAO DE FARIA;0;0;0;0;0;274;0;0;0
6271;CEL JTO A EE JOAO DE FARIA;0;0;0;0;0;0;0;0;0
22792;JOAO MARCIANO DE ALMEIDA DR;0;13;0;0;634;648;0;0;0
22822;CARMEM MUNHOZ COELHO PROFA;0;0;0;0;276;31;0;0;0
22895;FRANCISCO MARTINS CORONEL;0;0;0;278;0;0;0;0;0
22950;DANTE GUEDINE FILHO PROF;0;0;0;0;533;0;0;0;0
351076;VICENTE MINICUCCI PROFESSOR;0;35;0;0;455;459;0;0;0
496546;ROBERTO SCARABUCI PROFESSOR;0;0;0;0;445;51;0;0;0
903401;LIZETE PAULINO TEIXEIRA PROFA;0;0;0;327;0;0;0;0;0
911252;ADELINA PASQUINO CASSIS PROFA;0;0;0;0;549;293;0;0;0
911264;ISRAEL NICEUS MOREIRA PROF;0;0;0;0;291;22;0;0;0
911288;JOSE RICARDO PUCCI PROF;0;0;0;325;0;0;0;0;0
914290;LAURA DE MELLO FRANCO PROFA;0;0;0;0;184;45;0;0;0
924969;LYDIA ROCHA ALVES PROFA;0;22;0;0;213;201;0;0;0
344758;CENTRO ATEND SOCIOEDUC AO ADOLESC DE FRANCA  CIP;0;0;0;0;0;0;0;0;0
458831;CEL JTO A EE SUDARIO FERREIRA;0;0;0;0;0;0;0;0;0
23140;JOSE RIBEIRO DE BARROS PROF;0;19;0;0;74;37;0;0;0
23152;NENE LOURENCO;0;0;0;0;0;140;0;0;0
980161;CEEJA HERNANI NOBRE PROFESSOR;0;0;0;0;0;0;0;808;302
5478;PENITENCIARIA FEMININA DE GUARIBA;0;0;0;0;0;0;33;102;128
23735;ROSA MARI DE SOUZA SIMIELLI PROFESSORA;0;18;0;0;289;230;0;0;86
922511;AURORA FERRAZ VIANNA DOS SANTOS PROFESSORA DONA;0;17;0;0;306;314;0;66;0
44623;NELLY BAHDUR CANO PROFESSORA;0;5;0;0;174;116;0;0;0
23516;CONSTANTE OMETTO;0;3;0;0;0;619;0;88;0
22512;BENEDITO ORTIZ CORONEL;0;8;0;0;243;139;0;0;0
22901;ANTONIO BARREIROS PROFESSOR;0;0;0;0;312;408;0;13;0
919433;MARIA VIRGINIA MANSUR BIAGI PROFESSORA;0;0;0;0;591;284;0;0;0
903498;GERALDO TORRANO PROFESSOR;0;0;0;0;247;243;0;30;16
462792;BAIRRO FRANCISCO CASTILHO;0;0;0;0;187;142;0;0;0
23917;AMELIA DOS SANTOS MUSA PROFESSORA;0;0;0;0;316;362;0;0;0
24053;MEIRA JUNIOR DOUTOR;0;21;0;388;321;0;0;0;0
24077;SEBASTIAO FERNANDES PALMA PROFESSOR;0;0;0;0;0;426;0;0;0
24168;DR THOMAZ ALBERTO WHATELY;0;0;0;0;0;1232;0;0;0
42882;ROMUALDO MONTEIRO DE BARROS PROFESSOR;0;0;0;162;120;0;0;0;0
49612;WALTER PAIVA PROFESSOR;0;17;0;407;385;247;0;0;0
412181;PROFESSORA SUELI TEREZINHA DANHONE;0;0;0;0;298;120;0;0;0
576499;VEREADOR JOSE VELLONI;0;0;0;0;306;0;0;0;0
900761;HELIO LOURENCO DE OLIVEIRA PROFESSOR;0;0;0;0;552;0;0;0;0
903462;GETULIO VARGAS DOUTOR;0;0;0;491;0;0;0;0;0
903474;JOSE BOMPANI VEREADOR;0;16;0;343;322;0;0;0;0
905811;BAUDILIO BIAGI;0;0;0;160;140;0;0;0;0
911306;ROSANGELA BASILE PROFESSORA;0;0;0;756;0;0;0;0;0
925664;PROFESSOR LAURO BIGELLI;0;9;0;372;0;0;0;0;0
925706;PARQUE DOS SERVIDORES;0;0;0;0;233;209;0;0;0
464466;PENITENCIARIA MASCULINA DE RIBEIRAO PRETO;0;0;0;0;0;0;30;77;73
563900;CENTRO ATEND SOCIOEDUC ADOLESCENTE CANDIO PORTINARI CI;0;0;0;2;27;13;0;0;0
24326;VERGINIO MELLONI;0;0;0;0;552;0;0;0;0
48458;SALUSTIANO LEMOS;0;0;0;0;249;135;0;51;32
24235;SIMAO DA SILVA;0;0;0;111;68;0;0;0;0
454035;PENITENCIARIA II DE SERRA AZUL;0;0;0;0;0;0;78;74;76
464831;ASP SANDRO ALVES DA SILVA;0;0;0;0;0;0;24;86;70
922687;JARDIM DAS ROSAS;0;0;0;0;482;555;0;122;0
462846;LUCIANO IVO TOGNETTI PROFESSOR;0;0;0;0;0;296;0;0;0
913736;ORLANDO DA COSTA TELLES;0;6;0;0;239;78;0;0;0
453778;PENITENCIARIA DR ANTONIO DE QUEIROZ FILHO;0;0;0;0;0;0;10;64;85
24430;ESTERINA PLACCO;0;13;0;0;220;176;0;0;0
24442;SEBASTIAO DE OLIVEIRA ROCHA PROFESSOR;0;8;0;0;331;290;0;0;0
24485;JOSE JULIANO NETO PROFESSOR;0;12;0;0;204;471;0;80;0
24612;MARIA RAMOS PROFESSORA;0;9;0;0;252;152;0;0;0
39019;ANDRELINO VIEIRA PROFESSOR;0;8;0;420;0;0;0;0;0
906773;ARCHIMEDES ARISTEU MENDES DE CARVALHO PROFESSOR;0;4;0;235;274;0;0;0;0
907923;LUDGERO BRAGA PROFESSOR;0;12;0;134;101;159;0;0;0
909750;MARILENE TEREZINHA LONGHIM;0;8;0;247;0;0;0;0;0
916183;PERICLES SOARES;0;11;0;483;0;0;0;0;0
23334;FABIO JOSE DE ARAUJO;0;1;0;0;286;128;0;0;0
24806;MANOEL MARTINS;0;1;0;0;149;461;0;0;0
24648;GETULIO LIMA CAPITAO;0;20;0;0;390;211;0;0;0
24685;SYLVIO TORQUATO JUNQUEIRA;0;1;0;305;0;0;0;0;0
24855;GASTAO LIBERAL PINTO DOM;0;8;0;0;117;342;0;18;21
919548;ADREANA COMAR PROFA;0;6;0;218;0;0;0;0;0
25045;VICTOR MAIDA;0;16;0;0;281;500;0;0;0
25094;PEDRO MASCARI;0;0;0;48;55;0;0;0;0
909762;LUCIANO ARMENTANO;0;2;0;147;0;0;0;0;0
22100;ABDALLA MIGUEL;0;25;0;0;295;418;0;0;0
24880;9 DE JULHO;0;28;0;0;452;173;0;0;0
48379;CARMELA MORANO PREVIDELLI PROFA;0;9;0;0;408;286;0;0;0
23528;NESTOR GOMES DE ARAUJO PROFESSOR;0;1;0;0;0;323;0;33;25
459264;CEL JTO A EE NESTOR GOMES DE ARAUJO PROF;0;0;0;0;0;0;0;0;0
22664;DOMINGOS PARO;0;0;0;0;152;123;0;0;5
22561;JOSEPHA CASTRO PROFESSORA;0;0;0;0;644;0;0;0;0
459173;CEL JTO A EE JOSEPHA CASTRO PROFA;0;0;0;0;0;0;0;0;0
23553;BRUNO PIERONI PROFESSOR;0;0;0;0;0;575;0;31;0
44635;MARIA CONCEICAO RODRIGUES SILVA MAGON PROFESSORA;0;25;0;0;150;228;0;124;0
905847;FERRUCIO CHIARATTI;0;0;0;0;571;442;0;111;126
560601;CENTRO ATEND SOCIOEDUC ADOLESCENTE DE SERTAOZINHO CI;0;0;0;7;52;26;0;0;0
22585;ODULFO DE OLIVEIRA GUIMARAES;0;2;0;0;217;370;0;25;0
100195;ALDEIA EKERUA;4;0;0;8;11;7;0;5;6
26273;ANTONIO SANCHES LOPES;0;1;0;0;71;42;0;0;0
5898;JARDIM TANGARAS;0;15;0;0;377;94;0;0;0
25227;ANTONIO XAVIER MENDONCA PROF;0;9;0;405;0;0;0;0;0
25240;EDUARDO VELHO FILHO PROF;0;1;0;0;0;263;0;0;0
25297;STELA MACHADO;0;12;0;0;317;648;0;0;0
25306;TORQUATO MINHOTO;0;9;0;692;0;0;0;0;0
25410;HENRIQUE BERTOLUCCI PROF;0;9;0;374;0;0;0;0;0
25434;LUIZ BRAGA PROF;0;10;0;443;0;0;0;0;0
25446;LUIZ CASTANHO DE ALMEIDA PROF;0;10;0;0;155;322;0;0;0
25458;MORAIS PACHECO PROF;0;14;0;0;307;177;0;0;0
25483;CAROLINA LOPES DE ALMEIDA PROFA;0;11;0;164;194;429;0;0;0
25513;JOAQUIM DE MICHIELI PROF;0;11;0;463;0;0;0;0;0
25562;JOAQUIM RODRIGUES MADUREIRA;0;10;0;163;290;272;0;0;0
921373;MARIA APARECIDA MASCHIETTO OKAZAKI PROFESSORA;0;6;0;0;414;323;0;0;0
980067;CEEJA TANCREDO NEVES PRESIDENTE;0;0;0;0;0;0;0;2253;963
128272;CENTRO ATEND SOCIO EDUC ADOLESCENTE DE BAURU CIP;0;0;0;0;0;0;0;0;0
25331;BENEDITO GEBARA;0;7;0;0;436;221;0;5;0
25896;VIRGILIO CAPOANI;0;16;0;0;257;731;0;0;0
25902;LEONINA ALVES CONEGLIAN PROFA;0;15;0;0;271;80;0;0;0
26487;MARIA ANGELICA MARCONDES PROFA;0;0;0;0;348;74;0;0;0
457796;PENITENCIARIA LUIZ GONZAGA VIEIRA P II DE PIRAJUI;0;0;0;0;0;0;22;185;177
903541;SETH DE ALMEIDA;0;4;0;41;47;0;0;0;0
25999;ARACY SANTINHO BARBERI PROFA;0;0;0;0;103;51;0;0;0
25975;GERALDO PEREIRA DE BARROS DOUTOR;0;0;0;0;0;248;0;0;0
35836;MARIA LUIZA FERREIRA ZAMBELLO PROFESSORA;0;0;0;0;266;0;0;0;0
42959;FRANCISCO FERREIRA DELGADO JUNIOR CONEGO;0;10;0;0;626;492;0;0;0
25756;EDIR HELEN SGAVIOLI FACCIOLI PROFESSORA;0;0;0;0;288;176;0;0;0
901027;BENEDITO DOS SANTOS GUERREIRO;0;0;0;0;337;371;0;91;0
459598;CEL JTO A EE JOSE ALVES MIRA;0;0;0;0;0;0;0;0;0
909282;CAMILO SAHADE;0;14;0;0;375;265;0;0;0
25616;PRADO MAJOR;0;0;0;0;259;82;0;0;0
25793;JOAO PACHECO DE ALMEIDA PRADO;0;0;0;0;35;0;0;0;0
377156;ANTONIO TEREZIO MENDES PEIXOTO PROFESSOR;0;10;0;0;485;313;0;0;0
482468;CEEJA PROFESSORA SILVIA MARIA GOMES PEREIRA LIMA;0;0;0;0;0;0;0;1465;810
26050;FERNANDO VALEZI;0;0;0;0;286;180;0;0;0
44040;FANNY ALTAFIM MACIEL PROFESSORA;0;0;0;0;213;73;0;0;0
558643;MARIA DE CAMPOS PIRES MACIEL PROFESSORA;0;0;0;0;75;49;0;0;0
900230;NOEMIA KUESTER PISANI GERULIS PROFESSORA;0;0;0;0;87;0;0;0;0
917680;ESMERALDA LEONOR FURLANI CALAF PROFESSORA;0;0;0;0;156;39;0;0;0
26360;JOSE PIMENTA DE PADUA;0;2;0;0;41;29;0;0;0
453444;PENITENCIARIA OSIRIS SOUZA E SILVA;0;0;0;0;0;0;7;46;49
26396;JOSE BELMIRO DA ROCHA;0;21;0;0;302;181;0;0;0
26451;MIECIO CAVALHEIRO BONILHA PROF;0;0;0;474;0;0;0;0;0
906979;JOAO PEDRO DE CARVALHO NETO;0;3;0;174;0;0;0;0;0
26104;ORLANDO DONDA PROF;0;41;0;0;312;95;0;0;0
911616;COMUNIDADE NOSSA SENHORA APARECIDA;0;3;0;0;120;75;0;0;0
26207;JOAO CANDIDO FERNANDES FILHO PROF;0;11;0;0;270;141;0;50;19
26530;VITORINO PEREIRA PROFESSOR;0;21;0;0;134;134;0;0;0
26554;JOAQUIM ALVES FIGUEIREDO;0;0;0;0;221;208;0;48;0
577704;PROFESSORA APARECIDA MATILDE TURIM BALDO;0;0;0;0;273;0;0;0;0
26591;CARLOS AUGUSTO FROELICH DOUTOR;0;7;0;0;60;278;0;0;0
26566;BENEDITO BORGES DA SILVEIRA;0;0;0;0;0;98;0;0;0
26839;CARLOS BAROZZI;0;41;0;0;121;59;0;0;0
43023;ARMELINDO FERRARI;0;0;0;0;151;70;0;0;0
908137;JOSE BELUCIO;0;2;0;0;174;88;0;0;0
26931;DATHAN CERVO PROFESSOR;0;11;0;0;190;88;0;0;0
26906;HAROLDO GUIMARAES BASTOS ENGENHEIRO;0;4;0;0;179;100;0;0;0
26815;HILDA BERTONCINI RODRIGUES PROFESSORA;0;0;0;0;109;67;0;0;0
30727;JOANITA BIANCHI BONSEGNO CARVALHO PROFESSORA;0;2;0;0;90;42;0;0;0
49700;SUELI DA SILVEIRA MARIN BATISTA PROFESSORA;0;16;0;0;325;79;0;0;0
27112;CARLOS CELSO LENARDUZZI;0;10;0;0;279;164;0;0;0
28400;ITAEL DE MATTOS PROFESSOR;0;6;0;0;0;747;0;65;0
27248;AKIO SATORU PROFESSOR;0;12;0;0;341;137;0;0;0
27259;JOSE DOS SANTOS;0;6;0;102;95;55;0;0;0
27054;ADELINO BERTANI;0;2;0;0;120;53;0;0;0
