COD_ESC;NOME_ESCOLA;ED_INFANTIL;CLASSES ESPECIAIS;SALA DE RECURSO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO;EJA FUNDAMENTAL_AI;EJA ENSINO MÉDIO;EJA FUNDAMENTAL_AF
921701;CONJUNTO HABITACIONAL NATAL MERLI;0;5;0;187;0;0;0;0;0
460205;CEL JTO A EE DONIZETTI TAVARES DE LIMA PE;0;0;0;0;0;0;0;0;0
19057;ALEXANDRE FLEMING;0;10;0;0;304;130;0;0;0
18892;PORPHYRIO DA PAZ GENERAL;0;0;0;0;0;863;0;0;0
35956;NUCLEO HABITACIONAL JOSE PAULINO NOGUEIRA;0;0;0;0;547;270;0;0;0
17097;ANDRE RODRIGUES DE ALKIMIN PROFESSOR;0;61;0;364;0;0;0;0;0
35981;EUCLIDES MIRANDA VEREADOR;0;0;0;0;0;308;0;0;0
37941;CECILIA DE NEGRI PROFESSORA;0;0;0;421;226;0;0;0;0
42547;ZORAIDE PROENCA KAYSEL PROFESSORA;0;37;0;173;207;0;0;0;0
42559;VITO CARMINE CERBASI PROFESSOR;0;0;0;0;571;304;0;0;0
45548;ELYSABETH DE MELLO RODRIGUES PROFESSORA;0;0;0;0;488;241;0;0;0
45585;MANUEL ALBALADEJO FERNANDES;0;0;0;0;485;361;0;0;0
49414;ALICE ANTENOR DE SOUZA PROFESSORA;0;0;0;0;549;458;0;0;0
900485;RUBENS OSCAR GUELLI PROFESSOR;0;0;0;329;0;0;0;0;0
900497;WANDA FELIX DE ANDRADE PROFESSORA;0;31;0;0;220;0;0;0;0
910351;BELGICA ALLEONI BORGES PROFESSORA;0;0;0;89;294;99;0;0;0
924982;IVANI APARECIDA QUEIROZ PEREZ PROFESSORA;0;37;0;415;0;0;0;0;0
985727;CEL JTO A EE JAYME DE BARROS CAMARA DOM;0;0;0;0;0;0;0;0;0
17255;GUIDO ROSOLEN;0;20;0;0;288;181;0;0;0
39858;LIOMAR FREITAS CAMARA PROFESSORA;0;4;0;0;0;296;0;0;0
45559;MARIA RITA ARAUJO COSTA PROFESSORA;0;20;0;0;545;0;0;0;0
48264;MARIA ANTONIETTA GARNERO LA FORTEZZA PROFESSORA;0;0;0;0;730;508;0;0;0
70294;JONATAS DAVI VISEL DOS SANTOS;0;0;0;0;462;377;0;0;0
917540;CONCEICAO APARECIDA TERZA GOMES CARDINALES PROFESSORA;0;0;0;0;522;0;0;0;0
18120;LUIS GONZAGA DE MOURA MONSENHOR;0;19;0;0;145;84;0;0;0
18193;DORA MARIA MACIEL DE CASTRO KANSO PROFESSORA;0;8;0;190;140;0;0;0;0
18272;THOMAS ALVES DOUTOR;0;0;0;125;255;181;0;48;0
18314;ANIBAL DE FREITAS PROFESSOR;0;5;0;0;388;405;0;0;0
18387;REGINA COUTINHO NOGUEIRA;0;6;0;390;0;0;0;0;0
18545;SOPHIA VELTER SALGADO PROFESSORA;0;14;0;270;0;0;0;0;0
18569;DJALMA OCTAVIANO PROFESSOR;0;0;0;0;0;212;0;0;0
37148;CARLOS ARAUJO PIMENTEL PROFESSOR DOUTOR;0;8;0;270;0;0;0;0;0
37965;MARIO NATIVIDADE DOUTOR;0;0;0;0;329;0;0;0;0
40861;LEONOR ZUHLKE FALSON PROFESSORA;0;2;0;195;0;0;0;0;0
47120;CORIOLANO MONTEIRO PROFESSOR;0;0;0;0;376;431;0;122;0
901088;ALBERTO MEDALJON PROFESSOR;0;0;0;154;143;113;0;0;0
905458;JULIA LUIZ RUETE;0;11;0;375;0;0;0;0;0
914873;UACURY RIBEIRO DE ASSIS BASTOS PROFESSOR;0;6;0;189;141;0;0;0;0
920502;LUIZ GONZAGA HORTA LISBOA PROFESSOR;0;11;0;219;217;0;0;0;0
980122;CEEJA JEANETTE ANDRADE GODOY AGUILA MARTINS PROFESSORA;0;0;0;0;0;0;0;346;103
288421;CENTRO AT SOCIOED ADOLESC  MAESTRO CARLOS GOMES UN I CI;0;0;0;0;27;28;0;0;0
478830;CENTRO ATEND SOCIOED AO ADOLESC CAMPINAS UN II CI;0;0;0;1;41;20;0;0;0
17700;CELSO HENRIQUE TOZZI PROFESSOR;0;0;0;0;0;415;0;0;0
913996;ANNA CALVO DE GODOY PROFESSORA;0;15;0;0;0;609;0;0;0
18909;RANDOLFO MOREIRA FERNANDES;0;0;0;0;689;502;0;0;0
45724;SAO NICOLAU DE FLUE;0;0;0;0;392;222;0;0;0
47788;ANTONIO DE PADUA PRADO PROFESSOR;0;7;0;0;968;678;0;0;0
49463;CAMILO MARQUES PAULA PROFESSOR DOUTOR;0;0;0;0;233;104;0;0;0
903929;MILTON LEME DO PRADO PROFESSOR;0;5;0;0;419;184;0;0;0
909403;MARIA DE LOURDES STIPP STEFFEN PROFESSORA;0;12;0;0;379;106;0;0;0
909415;CARLOS TANCLER PROFESSOR;0;0;0;0;293;241;0;0;0
909427;SUZANA BENEDICTA GIGO AYRES PROFESSORA;0;0;0;0;705;627;0;0;0
920666;JOSE DE CAMPOS PROFESSOR;0;0;0;0;638;0;0;133;94
917783;ANTONIO SPROESSER PROFESSOR;0;0;0;0;0;462;0;0;0
21155;MANOEL DA COSTA NEVES PROFESSOR;0;2;0;0;0;654;0;66;0
905604;MARIA JOSE DE AGUIAR ZEPPELINI PROFESSORA;0;0;0;0;364;147;0;0;0
21830;DINORA MARCONDES GOMES PROFA;0;0;0;0;163;487;0;0;0
42778;ALZIRA DIAS DE TOLEDO PIZA PROFA;0;14;0;0;260;137;0;0;0
21854;BENTO DE ABREU;0;85;0;0;336;1152;0;162;0
21885;ANTONIA EUGENIA MARTINS PROFA;0;4;0;343;0;0;0;0;0
22068;PEDRO JOSE NETO;0;0;0;0;0;287;0;0;0
22081;FRANCISCO PEDRO MONTEIRO DA SILVA;0;10;0;496;0;0;0;0;0
22160;JOAO BATISTA DE OLIVEIRA;0;17;0;0;264;67;0;0;0
46085;ERGILIA MICELLI PROFA;0;0;0;0;537;444;0;0;0
47405;LYSANIAS DE OLIVEIRA CAMPOS PROF;0;0;0;0;248;189;0;0;0
435697;MARIA ISABEL RODRIGUES ORSO PROFA;0;23;0;0;472;308;0;149;0
479342;URIAS BRAGA COSTA PROFESSOR;0;0;0;0;268;0;0;0;0
914265;ANGELINA LIA ROLFSEN PROFA;0;0;0;0;289;250;0;88;0
453274;CENTRO DE RESSOCIALIZACAO MASCULINO DE ARARAQUARA;0;0;0;0;0;0;20;44;29
21829;MARCELINO BRAGA CEL;0;4;0;0;0;358;0;51;0
25148;HELENA BORSETTI PROFA;0;0;0;0;0;36;0;21;9
44672;LAERT JOSE TARALLO MENDES PROF;0;3;0;201;0;0;0;0;0
919408;ERNESTO MASSELANI;0;3;0;284;0;0;0;0;0
21921;ALFREDO EVANGELISTA NOGUEIRA;0;0;0;0;0;141;0;0;0
22445;AYMORE DO BRASIL PROFESSOR;0;15;0;0;280;0;0;0;0
22469;ANTONIO OLYMPIO DOUTOR;0;14;0;0;342;142;0;0;0
48012;DARCY SILVEIRA VAZ PROFESSOR;0;2;0;0;0;262;0;0;0
22342;ALICE FONTOURA DE ARAUJO DONA;0;0;0;0;0;172;0;0;0
28071;ANTONIO AUGUSTO REIS NEVES DOUTOR;0;11;0;0;307;254;0;0;0
28125;ELOI LOPES FERRAZ DOUTOR;0;5;0;0;91;58;0;0;0
49712;DALVA VIEIRA ITAVO PROFESSORA;0;6;0;0;329;124;0;0;0
22780;AMALIA PIMENTEL PROFA;0;0;0;287;0;0;0;0;0
22858;JOSE DOS REIS MIRANDA FILHO PROFESSOR;0;55;0;374;0;0;0;0;0
23176;MARIO D ELIA;0;16;0;0;438;436;0;0;0
42808;IOLANDA RIBEIRO NOVAIS PROFA;0;0;0;279;0;0;0;0;0
46152;ANTONIO FACHADA PROF;0;0;0;0;242;79;0;0;0
47454;HELIO PALERMO PROF;0;32;0;0;498;542;0;0;0
48586;JOSEPHINA ZINNI ALMADA PROFA;0;0;0;249;0;0;0;0;0
65997;HELENA CURY DE TACCA PROFA;0;0;0;0;491;496;0;0;0
70002;AGOSTINHO LIMA DE VILHENA PROF;0;0;0;0;324;478;0;0;0
70038;MARIA CINTRA NUNES ROCHA PROFA DONA BRANCA;0;0;0;0;158;20;0;0;0
907807;BENEDITO EUFRASIO MARCONDES VIEIRA PROF;0;0;0;264;0;0;0;0;0
344746;CENTRO ATEND SOCIOEDUC AO ADOLESC DE FRANCA  CI;0;0;0;0;32;22;0;0;0
498981;CEL JTO A EE PROF HELIO PALERMO;0;0;0;0;0;0;0;0;0
499511;CEL JTO A EE PEDRO NUNES DA ROCHA PROF;0;0;0;0;0;0;0;0;0
985818;CEL JTO A EE TORQUATO CALEIRO;0;0;0;0;0;0;0;0;0
458892;CEL JTO A EE HENRIQUE LESPINASSE PROF;0;0;0;0;0;0;0;0;0
23073;JORGE FALEIROS;0;37;0;0;696;454;0;0;0
916122;MARIA APARECIDA SALES MANREZA PROFA;0;0;0;0;222;83;0;0;0
22731;GUSTAVO FERNANDO KUHLMANN;0;7;0;0;141;49;0;0;0
22767;ABILIO ALVES MARQUES;0;18;0;0;389;498;0;0;39
433548;CEL JTO A EE PARAISO CAVALCANTI DOUTOR;0;0;0;0;0;0;0;0;0
23541;JOAQUIM BATISTA DOUTOR;0;12;0;0;333;131;0;0;0
23760;ANTONIO JOSE PEDROSO PROFESSOR;0;3;0;0;245;88;0;0;0
985326;CEL JTO A EE AURELIO ARROBAS MARTINS;0;0;0;0;0;0;0;0;0
24132;GAVINO VIRDES JORNALISTA;0;2;0;0;0;253;0;58;0
22925;SILVIO DE ALMEIDA;0;0;0;0;272;51;0;0;0
49566;ANTONIO AUGUSTO LOPES DE OLIVEIRA JUNIOR;0;9;0;0;381;389;0;100;0
23838;JOSE ALEIXO DA SILVA PASSOS CORONEL;0;0;0;0;183;588;0;0;0
24272;JOAO DE SOUZA CAMPOS CORONEL;0;0;0;0;280;368;0;84;0
23905;HERMINIA GUGLIANO PROFESSORA;0;0;0;599;0;0;0;0;0
23929;SINHA JUNQUEIRA DONA;0;0;0;646;0;0;0;0;0
24028;GUIMARAES JUNIOR DOUTOR;0;0;0;0;248;477;0;0;0
24089;ALPHEU DOMINIGUETTI PROFESSOR;0;7;0;323;249;102;0;0;0
24090;CID DE OLIVEIRA LEITE PROFESSOR;0;0;0;0;565;300;0;0;0
24120;EDGARDO CAJADO DOUTOR;0;0;0;302;400;0;0;0;0
42870;RAFAEL LEME FRANCO PROFESSOR;0;0;0;0;441;263;0;0;0
44659;OSCAR DE MOURA LACERDA PROFESSOR DOUTOR;0;0;0;0;0;352;0;0;0
47466;DJANIRA VELHO PROFESSORA;0;0;0;0;267;316;0;0;0
900072;IRENE DIAS RIBEIRO PROFESSORA;0;0;0;0;503;244;0;0;0
900746;ORLANDO JURCA DEPUTADO;0;0;0;530;0;0;0;0;0
907881;EXPEDICIONARIOS BRASILEIROS;0;0;0;178;167;167;0;0;0
909737;GLORIA DOS SANTOS FONSECA PROFESSORA;0;0;0;412;0;0;0;0;0
912086;ROMEU ALBERTI DOM;0;0;0;0;298;487;0;55;0
915555;CORDELIA RIBEIRO RAGOZO PROFESSORA;0;0;0;269;259;0;0;0;0
925676;ESPLANADA DA ESTACAO;0;0;0;432;0;0;0;0;0
925697;JULIETA FERNANDA SOUSA TARANTO;0;0;0;0;506;0;0;0;0
925718;PROFESSOR DIVO MARINO;0;0;0;415;0;0;0;0;0
23036;MACARIO DE ALMEIDA CONEGO;0;0;0;0;0;203;0;6;0
24296;FRANCISCO FERREIRA DE FREITAS;0;0;0;0;292;156;0;0;0
23991;JOSE COSTA DEPUTADO;0;0;0;0;422;405;0;0;0
350643;NEUSA MARIA DO BEM PROFESSORA;0;0;0;0;345;130;0;0;0
24545;FULVIO MORGANTI;0;13;0;0;248;48;0;0;0
434784;JOAO JACINTO DO NASCIMENTO;0;13;0;0;356;175;0;0;0
907820;ANDRE DONATONI;0;6;0;0;276;104;0;0;0
464442;PENITENCIARIA JOAO BATISTA DE ARRUDA SAMPAIO;0;0;0;0;0;0;28;185;164
24454;LUIZ AUGUSTO DE OLIVEIRA PROFESSOR;0;10;0;880;0;0;0;0;0
24466;DOM GASTAO BISPO;0;14;0;669;0;0;0;0;0
24478;JESUINO DE ARRUDA;0;14;0;0;547;215;0;0;0
24491;ANTONIO ADOLFO LOBBE PROFESSOR;0;16;0;298;0;0;0;0;0
24512;ALVARO GUIAO DOUTOR;0;3;0;0;619;924;0;0;0
36432;ADAIL MALMEGRIM GONCALVES PROFESSOR;0;9;0;209;155;88;0;0;0
42894;CONDE DO PINHAL;0;10;0;0;248;131;0;0;0
49992;ARACY LEITE PEREIRA LOPES DONA;0;11;0;0;162;53;0;0;0
496571;ADUAR KEMELL DIBO PROFESSOR;0;3;0;0;200;122;0;0;0
921981;BENTO DA SILVA CESAR PROFESSOR;0;35;0;440;454;0;0;0;0
438182;CENTRO DE ATENDSOCIOED AO ADOLESCENTE DE SAO CARLOS CI;0;0;0;0;25;14;0;0;0
457711;CEL JTO A EE ALVARO GUIAO DOUTOR;0;0;0;0;0;0;0;0;0
24659;MARIA CAROLINA DE LIMA DONA;0;0;0;0;0;184;0;0;0
24740;OSWALDO RIBEIRO JUNQUEIRA;0;3;0;0;0;502;0;91;0
459720;CEL JTO A EE MANOEL GOUVEIA DE LIMA;0;0;0;0;0;0;0;0;0
24843;MANOEL SILVEIRA BUENO;0;12;0;0;397;0;0;0;0
25070;ANGELO MARTINO PROF;0;11;0;0;332;273;0;0;0
47491;IRACEMA DE OLIVEIRA CARLOS PROFA;0;18;0;0;389;237;0;62;21
914368;ARIOVALDO DA FONSECA PROF DR;0;11;0;0;240;18;0;0;0
459100;CEL JTO A EE IRACEMA DE OLIVEIRA CARLOS;0;0;0;0;0;0;0;0;0
24983;TEOFILA PINTO DE CAMARGO PROFA;0;11;0;93;140;0;0;0;0
25082;JOAO CAETANO DA ROCHA PROF;0;8;0;108;105;86;0;0;0
42900;JULIO ASCANIO MALLET PROF;0;15;0;287;349;0;0;0;0
919470;SEBASTIAO FRANCISCO FERRAZ DE ARRUDA PROF;0;15;0;48;226;113;0;0;0
22706;VILLA LOBOS MAESTRO;0;17;0;0;437;277;0;0;0
25124;FELICIA ADELVAIS PAGLIUSO PROFA;0;4;0;0;386;236;0;0;0
25159;FRANCISCO SILVEIRA COELHO PROF;0;23;0;0;290;413;0;111;32
296375;CENTRO ATEND SOCIOEDUC AO ADOLESC DE TAQUARITINGA  CI;0;0;0;0;18;19;0;0;0
23589;SALVADOR GOGLIANO JUNIOR PROF;0;7;0;0;413;207;0;0;0
915002;LUIZ MARCARI;0;0;0;0;0;255;0;107;0
24144;PLINIO BERARDO PROFESSOR;0;17;0;0;0;1001;0;107;0
497685;CENTRO DE PROGRESSAO PENITENCIARIA DE JARDINOPOLIS;0;0;0;0;0;0;69;216;227
22494;MARIA FALCONI DE FELICIO;0;0;0;0;276;113;0;0;0
22573;ADELIA FRASCINO DONA;0;0;0;0;39;16;0;0;0
127875;YOLANDA LUIZ SICHIERI PROFESSORA;0;0;0;0;0;620;0;122;60
474678;PENITENCIARIA  DE PONTAL;0;0;0;0;0;0;16;63;70
23486;ISAIAS JOSE FERREIRA DOUTOR;0;0;0;0;436;256;0;29;20
23607;WINSTON CHURCHILL;0;0;0;0;0;311;0;0;0
49585;ANNA PASSAMONTI BALARDIN;0;0;0;0;356;595;0;0;0
922717;EDITH SILVEIRA DALMASO PROFESSORA;0;0;0;0;651;521;0;68;0
22639;MARIA ELYDE MONACO DOS SANTOS PROFESSORA;0;0;0;0;0;237;0;29;0
25987;JOAO BATISTA DE AQUINO PE;0;34;0;0;274;245;0;0;0
26001;MARIA BATAGLIN DELAZARI;0;0;0;0;79;38;0;0;0
49670;FARID FAYAD PROF;0;0;0;0;318;313;0;0;0
25264;ANIS DABUS DR;0;3;0;0;198;139;0;0;0
100110;ALDEIA KOPENOTI;4;0;0;20;13;9;0;11;10
453286;PENITENCIARIA RODRIGO DOS SANTOS FREITAS;0;0;0;0;0;0;35;57;108
25239;AYRTON BUSCH PROF;0;8;0;156;425;492;0;0;0
25461;SILVERIO SAO JOAO PROF;0;9;0;471;0;0;0;0;0
25471;ANA ROSA ZUICKER DANNUNZIATA PROFA;0;17;0;522;0;0;0;0;0
25525;JOSE APARECIDO GUEDES DE AZEVEDO PROF;0;5;0;0;287;220;0;0;0
43597;AZARIAS LEITE;0;20;0;0;381;374;0;0;0
44064;JOSE RANIERI PROF;0;6;0;302;0;0;0;0;0
70634;SUELI APARECIDA SE ROSA PROFA;0;12;0;262;311;195;0;0;0
71161;SEBASTIANA VALDIRIA PEREIRA DA SILVA PROFA;0;5;0;398;0;0;0;0;0
441818;RAYMI OLIVEIRA BAPTISTA PEREIRA PROFESSORA;0;8;0;0;309;0;0;0;0
565696;PROFA MARIA EUNICE BORGES DE MIRANDA REIS;0;10;0;0;279;42;0;0;0
900217;WALTER BARRETTO MELCHERT PROF;0;0;0;354;335;208;0;0;0
919123;JOAO PEDRO FERNANDES;0;3;0;272;0;0;0;0;0
925263;ANTONIO JORGE LIMA PADRE;0;6;0;0;318;296;0;0;0
453316;CENTRO DE PROGRESSAO PENIT DR EDUARDO DE OLIVEIRA VIANNA;0;0;0;0;0;0;33;262;177
559568;CENTRO ATEND SOCIOEDUC ADOLESCENTE  DE BAURU  CI;0;0;0;0;19;27;0;0;0
985582;CEL JTO A EE CHRISTINO CABRAL PROF;0;0;0;0;0;0;0;0;0
49682;VERA BRAGA FRANCO GIACOMINI PROFA;0;10;0;0;280;200;0;0;0
458211;CEL JTO A EE VIRGILIO CAPOANI;0;0;0;0;0;0;0;0;0
25367;EDUARDO VELHO FILHO PROF;0;9;0;0;476;273;0;9;0
44076;MARIA APARECIDA COIMBRA PROFA;0;9;0;167;163;100;0;13;8
26062;LAURINDO BATTAIOLA;0;30;0;0;173;97;0;0;0
25732;HENRIQUE MONTENEGRO CAPITAO;0;4;0;0;329;271;0;29;0
909555;IZABEL SILVEIRA MELLO SOARES DONA DONA SINHA;0;0;0;0;211;425;0;71;0
25768;JOSE ALVES MIRA;0;19;0;0;335;347;0;0;0
9554;FAZENDA VISTA ALEGRE;0;0;0;0;113;21;0;0;0
25811;CAETANO LOURENCO DE CAMARGO;0;0;0;0;335;343;0;0;0
561010;PROFA CLEOMAR DE BARROS CASTILHO MARQUES;0;13;0;0;367;240;0;0;0
112948;CENTRO DE RESSOCIALIZACAO DE JAU CLASSES PROVISORIAS;0;0;0;0;0;0;0;52;54
920587;OSMAR FRANCISCO DA CONCEICAO DOUTOR;0;0;0;0;328;267;0;0;0
38027;ALVA FABRI MIRANDA PROFESSORA;0;0;0;0;175;80;0;0;0
583467;PROFESSORA VALERIA ELIANE MINGUILI;0;0;0;0;187;38;0;0;0
911069;DINAH DE MORAES E SEIXAS PROFESSORA;0;0;0;0;422;399;0;67;43
26293;JANDIRA DE MORAES NUNO PROFESSORA;0;0;0;56;64;29;0;0;0
26311;AFONSO PENA PRESIDENTE;0;4;0;0;327;0;0;0;0
26372;ROSA SALLES LEITE PENTEADO PROFA;0;10;0;0;317;0;0;0;0
26402;JOSE EGEA PROF;0;15;0;0;368;111;0;0;0
26128;OCTACILIO SANT ANNA PROF;0;0;0;0;340;314;0;0;0
26177;HENRIQUE MOURAO DOM;0;0;0;0;376;745;0;0;0
497976;CEEJA DE LINS;0;0;0;0;0;0;0;1002;374
449106;CEL JTO A EE FERNANDO COSTA;0;0;0;0;0;0;0;0;0
26219;ELZIRA GARBINO PAGANI PROFA;0;6;0;0;163;112;0;12;14
26463;SILVIO DE ALMEIDA PROF;0;13;0;219;0;0;0;0;0
35233;ANTONIO FIGUEIREDO NAVAS COMENDADOR;0;24;0;0;557;880;0;169;81
26670;BARAO DO RIO BRANCO;0;21;0;0;301;97;0;0;0
26761;DINORAH SILVEIRA BORGES PROFESSORA;0;0;0;0;0;198;0;0;0
26724;JOAO GOMIERI SOBRINHO;0;15;0;0;240;296;0;32;0
26700;GIUSEPPE FORMIGONI;0;18;0;0;158;269;0;38;0
28162;HORACIO ANTONIO DO NASCIMENTO CAPITAO;0;0;0;0;169;319;0;0;23
26918;SILVIO MIOTTO;0;7;0;0;350;161;0;0;0
26876;ANTONIO TANURI PROFESSOR;0;16;0;0;296;218;0;0;0
26979;SATURNINO LEON ARROYO;0;16;0;0;284;74;0;0;0
26980;LIBERO DE ALMEIDA SILVARES;0;0;0;0;449;274;0;0;0
30661;TONICO BARAO;0;1;0;0;0;271;0;0;0
27005;DONATO MARCELO BALBO;0;0;0;0;203;106;0;0;0
27108;BAPTISTA DOLCI;0;0;0;0;104;46;0;0;0
27224;ARTUR HORSTHUIS DOM;0;6;0;0;324;216;0;0;0
27261;CARLOS DE ARNALDO SILVA PROFESSOR;0;7;0;0;156;68;0;0;0
28332;ANTONIO MARIN CRUZ;0;5;0;0;79;50;0;0;0
27194;JOSE RIBEIRO PREFEITO;0;4;0;0;184;92;0;0;0
28393;ANTONIO BEZERRA DE ARAUJO PREFEITO;0;3;0;0;140;50;0;0;0
985806;CEL JTO A EE ITAEL DE MATOS PROFESSOR;0;0;0;0;0;0;0;0;0
28289;MARIA DAS DORES FERREIRA DA ROCHA PROFESSORA;0;2;0;0;108;50;0;0;0
909993;ELIDE APPARECIDA CARLOS PROFESSORA;0;4;0;164;0;0;0;0;0
27182;ZELIA DE LOURDES ZACCARELLI LOPES PROFESSORA;0;8;0;0;217;123;0;0;0
27352;ODILA BOVOLENTA DE MENDONCA PROFESSORA;0;0;0;0;0;132;0;0;0
27364;JOSE EMYGDIO DE FARIA DOUTOR;0;0;0;0;391;241;0;0;0
27315;APARECIDO EUZEBIO TORRES PROFESSOR;0;26;0;95;107;50;0;0;0
27443;PEDRO BRANDAO DOS REIS;0;20;0;0;0;678;0;50;0
906116;ARISTIDES PEREIRA FILHO PROFESSOR;0;37;0;213;274;165;0;0;0
27650;GUINES AFFONSO MORALES PROFESSOR;0;18;0;0;367;257;0;0;0
27510;ALICE SALES CUNHA PROFESSORA;0;9;0;252;0;0;0;0;0
27960;MARIA CARDOSO CASTILHO;0;11;0;0;313;187;0;0;13
27455;MARTINIANO ANTONIO RODRIGUES;0;7;0;83;98;73;0;0;0
27832;RUBENS FERREIRA MARTINS;0;22;0;0;0;348;0;0;0
27418;ANTONIO TEIXEIRA DOS SANTOS;0;11;0;0;137;77;0;0;0
917291;ALZIRA SALOMAO PROFESSORA;0;34;0;0;374;0;0;0;0
27777;ANTONIO MARIN;0;0;0;0;0;228;0;0;0
28551;NOEMIA BUENO DO VALLE PROFESSORA;0;17;0;0;837;0;0;0;0
28678;NAIR SANTOS CUNHA PROFESSORA;0;0;0;0;307;81;0;0;0
28685;ADAHIR GUIMARAES FOGACA PROFESSOR;0;0;0;0;553;318;0;265;0
28745;CLEMENTE MARTON SEGURA PADRE;0;0;0;0;604;406;0;0;0
28859;JOAO DEOCLECIO DA SILVA RAMOS PROFESSOR DOUTOR;0;0;0;0;261;134;0;0;0
28903;JUSTINO JERRY FARIA PROFESSOR;0;0;0;0;470;146;0;0;0
28915;JAMIL KHAUAN PROFESSOR;0;0;0;0;0;401;0;0;0
28927;JOSE FELICIO MIZIARA PROFESSOR;0;0;0;0;395;432;0;187;0
35828;AURELIANO MENDONCA PROFESSOR;0;0;0;0;0;222;0;0;0
43047;LEONOR DA SILVA CARRAMONA PROFESSORA;0;0;0;0;358;0;0;0;0
565052;PARQUE DAS AROEIRAS II;0;0;0;0;320;217;0;0;0
565064;PARQUE NOVA ESPERANCA;0;0;0;0;469;147;0;0;0
914411;DARCY FEDERICI PACHECO PROFESSOR;0;0;0;0;450;439;0;0;0
6099;JUVENAL RAMOS BARBOSA;0;0;0;0;346;153;0;0;0
6130;JOSE SYLVIO CIMINO PROFESSOR;0;9;0;610;0;0;0;0;0
6294;CHIYO YAMAMOTO DONA;0;5;0;0;320;199;0;0;0
6324;SANDI MIYAKE CAPITAO AVIADOR;0;4;0;858;0;0;0;0;0
37503;FLAVIO XAVIER ARANTES PROFESSOR;0;0;0;0;776;0;0;432;0
39184;ROBERTA MARIA LOPES CHAVES PROFESSORA;0;11;0;0;738;0;0;0;0
48471;CANTIDIO SAMPAIO DEPUTADO;0;36;0;271;217;0;0;0;0
48859;VALDERICE THEREZINHA DA MOTTA CAMPOS MARCHINI PROFESSORA;0;18;0;0;490;152;0;0;0
906268;ANNA MARIA HOEPPNER GOMES PROFESSORA;0;0;0;0;765;0;0;0;0
908459;WANDA MASCAGNI DE SA PROFESSORA;0;0;0;0;278;755;0;217;0
914757;MARIA CELIA FALCAO RODRIGUES PROFESSORA;0;15;0;0;510;265;0;0;0
922171;CIDADE SERODIO;0;0;0;0;272;0;0;0;0
923175;JOAO LUIZ DE GODOY MOREIRA PROFESSOR;0;0;0;0;938;894;0;0;0
923357;LYDIA KITZ MOREIRA;0;25;0;0;607;761;0;0;0
925044;PROFESSORA ELISABETE NUCCINI;0;13;0;0;583;367;0;0;0
925056;MAESTRO JOAO CARLOS MARTINS;0;0;0;0;362;120;0;0;0
925073;JARDIM SANTA LIDIA;0;0;0;744;843;0;0;0;0
407331;CEL JTO A EE CONRADO SIVILA ALSINA PADRE;0;0;0;0;0;0;0;0;0
454266;PENITENCIARIA JOSE PARADA NETO I;0;0;0;0;0;0;50;96;122
6592;ADHEMAR BOLINA PROFESSOR;0;20;0;0;640;395;0;0;0
6646;PEDRO MALOZZE;0;21;0;0;277;527;0;0;0
6661;LAURINDA CARDOSO MELLO FREIRE PROFESSORA;0;14;0;0;531;1194;0;0;0
6683;GALDINO PINHEIRO FRANCO;0;20;0;0;236;172;0;0;0
6798;ARISTOTELES DE ANDRADE PROFESSOR;0;7;0;0;166;87;0;0;0
6920;WASHINGTON LUIZ DOUTOR;0;6;0;0;137;362;0;0;0
44982;CLAUDIO ABRAHAO PROFESSOR;0;15;0;0;421;340;0;0;0
46449;JOSEPHINA NAJAR HERNANDEZ PROFESSORA;0;19;0;0;739;0;0;0;0
79873;VANIA APARECIDA CASSARA PROFESSORA;0;19;0;0;1177;0;0;0;0
191267;DAGOBERTO JOSE MACHADO;0;16;0;0;261;38;0;0;0
906335;ANTONIO MARMORA FILHO MAESTRO;0;13;0;0;389;0;0;0;0
910417;JOVITA FRANCO AROUCHE PROFESSORA;0;0;0;0;69;0;0;0;0
6750;ELISIARIO PINTO DE MORAIS VEREADOR;0;9;0;0;333;182;0;0;0
7237;LANDIA SANTOS BATISTA PROFESSORA;0;19;0;0;536;210;0;0;0
906311;MARTHA CALIXTO CAZAGRANDE;0;1;0;0;304;301;0;0;0
908927;OLZANETTI GOMES PROFESSOR;0;12;0;0;479;448;0;0;0
922109;ANGELA SUELI PONTES DIAS PROFESSORA;0;12;0;0;609;419;0;0;0
6944;MANUEL DOS SANTOS PAIVA;0;0;0;603;0;0;0;0;0
6973;DAVID JORGE CURI PROFESSOR;0;27;0;0;170;807;0;0;0
352603;GILBERTO DE CARVALHO PROFESSOR;0;32;0;0;393;333;0;0;0
902937;ANDERSON DA SILVA SOARES;0;10;0;186;266;150;0;0;0
908460;ALFREDO ROBERTO;0;6;0;0;386;287;0;0;0
918684;MASAITI SEKINE PROFESSOR;0;24;0;0;664;0;0;0;0
921518;JOSE CAMILO DE ANDRADE;0;5;0;205;185;0;0;0;0
923448;LUIZA HIDAKA PROFESSORA;0;26;0;0;435;833;0;0;0
7079;ZILDA BRACONI AMADOR PROFESSORA;0;0;0;0;374;194;0;170;86
7080;EUGENIO VICTORIO DELIBERATO;0;23;0;0;719;440;0;0;0
38428;ERVIN HORVATH DOUTOR;0;14;0;142;322;173;0;0;0
916584;PARQUE PIRATININGA;0;11;0;0;248;246;0;0;0
